date_key,date,day,week,month,quarter,year
D002035,04-03-2018,4,1st Week,3,Q1,2018
D002036,30-06-2018,30,4th Week,6,Q2,2018
D002037,14-09-2017,14,2nd Week,9,Q3,2017
D002038,23-12-2018,23,4th Week,12,Q4,2018
D002039,09-09-2019,9,2nd Week,9,Q3,2019
D002040,06-09-2018,6,1st Week,9,Q3,2018
D002041,05-08-2014,5,1st Week,8,Q3,2014
D002042,11-01-2016,11,2nd Week,1,Q1,2016
D002043,19-07-2014,19,3rd Week,7,Q3,2014
D002044,25-11-2017,25,4th Week,11,Q4,2017
D002045,15-10-2020,15,3rd Week,10,Q4,2020
D002046,23-04-2020,23,4th Week,4,Q2,2020
D002047,12-10-2015,12,2nd Week,10,Q4,2015
D002048,10-10-2020,10,2nd Week,10,Q4,2020
D002049,29-04-2018,29,4th Week,4,Q2,2018
D002050,11-09-2016,11,2nd Week,9,Q3,2016
D002051,09-06-2019,9,2nd Week,6,Q2,2019
D002052,02-08-2018,2,1st Week,8,Q3,2018
D002053,03-12-2015,3,1st Week,12,Q4,2015
D002054,26-08-2018,26,4th Week,8,Q3,2018
D002055,29-09-2016,29,4th Week,9,Q3,2016
D002056,09-10-2018,9,2nd Week,10,Q4,2018
D002057,25-07-2019,25,4th Week,7,Q3,2019
D002058,12-06-2015,12,2nd Week,6,Q2,2015
D002059,16-09-2018,16,3rd Week,9,Q3,2018
D002060,12-01-2018,12,2nd Week,1,Q1,2018
D002061,06-03-2016,6,1st Week,3,Q1,2016
D002062,23-11-2014,23,4th Week,11,Q4,2014
D002063,06-02-2014,6,1st Week,2,Q1,2014
D002064,20-09-2018,20,3rd Week,9,Q3,2018
D002065,17-12-2019,17,3rd Week,12,Q4,2019
D002066,05-07-2018,5,1st Week,7,Q3,2018
D002067,18-09-2019,18,3rd Week,9,Q3,2019
D002068,21-02-2015,21,3rd Week,2,Q1,2015
D002069,13-01-2019,13,2nd Week,1,Q1,2019
D002070,14-08-2014,14,2nd Week,8,Q3,2014
D002071,30-10-2015,30,4th Week,10,Q4,2015
D002072,02-09-2020,2,1st Week,9,Q3,2020
D002073,26-03-2016,26,4th Week,3,Q1,2016
D002074,14-10-2015,14,2nd Week,10,Q4,2015
D002075,12-06-2018,12,2nd Week,6,Q2,2018
D002076,04-07-2015,4,1st Week,7,Q3,2015
D002077,26-10-2014,26,4th Week,10,Q4,2014
D002078,18-06-2018,18,3rd Week,6,Q2,2018
D002079,19-11-2015,19,3rd Week,11,Q4,2015
D002080,23-11-2019,23,4th Week,11,Q4,2019
D002081,28-07-2016,28,4th Week,7,Q3,2016
D002082,15-08-2016,15,3rd Week,8,Q3,2016
D002083,04-07-2019,4,1st Week,7,Q3,2019
D002084,13-09-2014,13,2nd Week,9,Q3,2014
D002085,23-06-2016,23,4th Week,6,Q2,2016
D002086,28-09-2016,28,4th Week,9,Q3,2016
D002087,03-12-2016,3,1st Week,12,Q4,2016
D002088,20-10-2017,20,3rd Week,10,Q4,2017
D002089,05-06-2018,5,1st Week,6,Q2,2018
D002090,16-01-2016,16,3rd Week,1,Q1,2016
D002091,07-06-2016,7,1st Week,6,Q2,2016
D002092,10-01-2017,10,2nd Week,1,Q1,2017
D002093,19-07-2020,19,3rd Week,7,Q3,2020
D002094,28-09-2018,28,4th Week,9,Q3,2018
D002095,07-09-2014,7,1st Week,9,Q3,2014
D002096,14-08-2018,14,2nd Week,8,Q3,2018
D002097,10-06-2017,10,2nd Week,6,Q2,2017
D002098,21-08-2017,21,3rd Week,8,Q3,2017
D002099,10-05-2015,10,2nd Week,5,Q2,2015
D002100,29-03-2017,29,4th Week,3,Q1,2017
D002101,19-05-2016,19,3rd Week,5,Q2,2016
D002102,18-09-2017,18,3rd Week,9,Q3,2017
D002103,22-07-2019,22,4th Week,7,Q3,2019
D002104,09-03-2017,9,2nd Week,3,Q1,2017
D002105,15-12-2016,15,3rd Week,12,Q4,2016
D002106,12-07-2015,12,2nd Week,7,Q3,2015
D002107,10-04-2014,10,2nd Week,4,Q2,2014
D002108,07-01-2016,7,1st Week,1,Q1,2016
D002109,24-12-2020,24,4th Week,12,Q4,2020
D002110,31-01-2017,31,4th Week,1,Q1,2017
D002111,08-03-2019,8,2nd Week,3,Q1,2019
D002112,23-09-2016,23,4th Week,9,Q3,2016
D002113,08-10-2014,8,2nd Week,10,Q4,2014
D002114,03-10-2016,3,1st Week,10,Q4,2016
D002115,30-01-2018,30,4th Week,1,Q1,2018
D002116,08-12-2016,8,2nd Week,12,Q4,2016
D002117,09-01-2017,9,2nd Week,1,Q1,2017
D002118,05-02-2020,5,1st Week,2,Q1,2020
D002119,01-10-2017,1,1st Week,10,Q4,2017
D002120,06-01-2017,6,1st Week,1,Q1,2017
D002121,22-12-2015,22,4th Week,12,Q4,2015
D002122,27-10-2020,27,4th Week,10,Q4,2020
D002123,12-02-2017,12,2nd Week,2,Q1,2017
D002124,09-07-2017,9,2nd Week,7,Q3,2017
D002125,30-05-2020,30,4th Week,5,Q2,2020
D002126,06-06-2019,6,1st Week,6,Q2,2019
D002127,02-01-2017,2,1st Week,1,Q1,2017
D002128,16-08-2017,16,3rd Week,8,Q3,2017
D002129,22-03-2015,22,4th Week,3,Q1,2015
D002130,04-07-2014,4,1st Week,7,Q3,2014
D002131,02-08-2014,2,1st Week,8,Q3,2014
D002132,21-10-2016,21,3rd Week,10,Q4,2016
D002133,06-05-2020,6,1st Week,5,Q2,2020
D002134,07-07-2018,7,1st Week,7,Q3,2018
D002135,06-12-2017,6,1st Week,12,Q4,2017
D002136,25-12-2019,25,4th Week,12,Q4,2019
D002137,02-11-2018,2,1st Week,11,Q4,2018
D002138,30-01-2014,30,4th Week,1,Q1,2014
D002139,25-09-2015,25,4th Week,9,Q3,2015
D002140,04-12-2014,4,1st Week,12,Q4,2014
D002141,11-08-2019,11,2nd Week,8,Q3,2019
D002142,26-08-2019,26,4th Week,8,Q3,2019
D002143,10-07-2015,10,2nd Week,7,Q3,2015
D002144,10-03-2014,10,2nd Week,3,Q1,2014
D002145,11-12-2020,11,2nd Week,12,Q4,2020
D002146,19-08-2018,19,3rd Week,8,Q3,2018
D002147,27-06-2020,27,4th Week,6,Q2,2020
D002148,28-07-2019,28,4th Week,7,Q3,2019
D002149,19-09-2016,19,3rd Week,9,Q3,2016
D002150,29-05-2020,29,4th Week,5,Q2,2020
D002151,04-01-2021,4,1st Week,1,Q1,2021
D002152,25-01-2019,25,4th Week,1,Q1,2019
D002153,28-11-2016,28,4th Week,11,Q4,2016
D002154,09-04-2018,9,2nd Week,4,Q2,2018
D002155,17-10-2018,17,3rd Week,10,Q4,2018
D002156,03-06-2017,3,1st Week,6,Q2,2017
D002157,11-04-2018,11,2nd Week,4,Q2,2018
D002158,22-04-2017,22,4th Week,4,Q2,2017
D002159,15-08-2019,15,3rd Week,8,Q3,2019
D002160,07-08-2016,7,1st Week,8,Q3,2016
D002161,03-04-2015,3,1st Week,4,Q2,2015
D002162,30-11-2020,30,4th Week,11,Q4,2020
D002163,28-12-2014,28,4th Week,12,Q4,2014
D002164,09-12-2017,9,2nd Week,12,Q4,2017
D002165,05-08-2020,5,1st Week,8,Q3,2020
D002166,23-02-2016,23,4th Week,2,Q1,2016
D002167,16-09-2016,16,3rd Week,9,Q3,2016
D002168,25-03-2016,25,4th Week,3,Q1,2016
D002169,15-10-2015,15,3rd Week,10,Q4,2015
D002170,11-04-2014,11,2nd Week,4,Q2,2014
D002171,11-05-2016,11,2nd Week,5,Q2,2016
D002172,05-06-2014,5,1st Week,6,Q2,2014
D002173,27-06-2018,27,4th Week,6,Q2,2018
D002174,06-09-2020,6,1st Week,9,Q3,2020
D002175,13-07-2020,13,2nd Week,7,Q3,2020
D002176,03-04-2014,3,1st Week,4,Q2,2014
D002177,01-08-2016,1,1st Week,8,Q3,2016
D002178,01-06-2016,1,1st Week,6,Q2,2016
D002179,28-12-2016,28,4th Week,12,Q4,2016
D002180,16-09-2015,16,3rd Week,9,Q3,2015
D002181,16-04-2018,16,3rd Week,4,Q2,2018
D002182,12-09-2018,12,2nd Week,9,Q3,2018
D002183,26-09-2020,26,4th Week,9,Q3,2020
D002184,15-11-2017,15,3rd Week,11,Q4,2017
D002185,10-08-2015,10,2nd Week,8,Q3,2015
D002186,07-11-2018,7,1st Week,11,Q4,2018
D002187,09-04-2019,9,2nd Week,4,Q2,2019
D002188,08-11-2015,8,2nd Week,11,Q4,2015
D002189,10-04-2020,10,2nd Week,4,Q2,2020
D002190,29-05-2019,29,4th Week,5,Q2,2019
D002191,28-06-2015,28,4th Week,6,Q2,2015
D002192,30-07-2020,30,4th Week,7,Q3,2020
D002193,05-11-2020,5,1st Week,11,Q4,2020
D002194,24-09-2020,24,4th Week,9,Q3,2020
D002195,11-12-2017,11,2nd Week,12,Q4,2017
D002196,21-07-2016,21,3rd Week,7,Q3,2016
D002197,24-06-2018,24,4th Week,6,Q2,2018
D002198,02-11-2014,2,1st Week,11,Q4,2014
D002199,03-11-2020,3,1st Week,11,Q4,2020
D002200,20-12-2018,20,3rd Week,12,Q4,2018
D002201,28-12-2019,28,4th Week,12,Q4,2019
D002202,10-03-2015,10,2nd Week,3,Q1,2015
D002203,07-12-2016,7,1st Week,12,Q4,2016
D002204,15-06-2018,15,3rd Week,6,Q2,2018
D002205,11-02-2020,11,2nd Week,2,Q1,2020
D002206,24-03-2015,24,4th Week,3,Q1,2015
D002207,17-08-2017,17,3rd Week,8,Q3,2017
D002208,07-06-2017,7,1st Week,6,Q2,2017
D002209,13-01-2015,13,2nd Week,1,Q1,2015
D002210,23-09-2020,23,4th Week,9,Q3,2020
D002211,12-01-2016,12,2nd Week,1,Q1,2016
D002212,09-03-2016,9,2nd Week,3,Q1,2016
D002213,08-01-2018,8,2nd Week,1,Q1,2018
D002214,27-06-2014,27,4th Week,6,Q2,2014
D002215,08-10-2017,8,2nd Week,10,Q4,2017
D002216,21-05-2018,21,3rd Week,5,Q2,2018
D002217,08-02-2019,8,2nd Week,2,Q1,2019
D002218,10-04-2018,10,2nd Week,4,Q2,2018
D002219,22-10-2019,22,4th Week,10,Q4,2019
D002220,13-07-2014,13,2nd Week,7,Q3,2014
D002221,30-08-2015,30,4th Week,8,Q3,2015
D002222,17-11-2020,17,3rd Week,11,Q4,2020
D002223,04-03-2015,4,1st Week,3,Q1,2015
D002224,30-01-2020,30,4th Week,1,Q1,2020
D002225,05-01-2016,5,1st Week,1,Q1,2016
D002226,29-11-2015,29,4th Week,11,Q4,2015
D002227,07-11-2017,7,1st Week,11,Q4,2017
D002228,02-05-2017,2,1st Week,5,Q2,2017
D002229,05-12-2018,5,1st Week,12,Q4,2018
D002230,20-12-2016,20,3rd Week,12,Q4,2016
D002231,18-12-2014,18,3rd Week,12,Q4,2014
D002232,13-04-2015,13,2nd Week,4,Q2,2015
D002233,14-04-2017,14,2nd Week,4,Q2,2017
D002234,02-01-2020,2,1st Week,1,Q1,2020
D002235,02-01-2016,2,1st Week,1,Q1,2016
D002236,20-08-2019,20,3rd Week,8,Q3,2019
D002237,22-06-2018,22,4th Week,6,Q2,2018
D002238,13-07-2018,13,2nd Week,7,Q3,2018
D002239,23-03-2016,23,4th Week,3,Q1,2016
D002240,08-01-2021,8,2nd Week,1,Q1,2021
D002241,18-11-2019,18,3rd Week,11,Q4,2019
D002242,29-08-2020,29,4th Week,8,Q3,2020
D002243,21-04-2017,21,3rd Week,4,Q2,2017
D002244,16-03-2014,16,3rd Week,3,Q1,2014
D002245,21-03-2020,21,3rd Week,3,Q1,2020
D002246,10-05-2014,10,2nd Week,5,Q2,2014
D002247,21-07-2017,21,3rd Week,7,Q3,2017
D002248,24-07-2018,24,4th Week,7,Q3,2018
D002249,14-06-2016,14,2nd Week,6,Q2,2016
D002250,29-05-2014,29,4th Week,5,Q2,2014
D002251,19-09-2014,19,3rd Week,9,Q3,2014
D002252,29-02-2020,29,4th Week,2,Q1,2020
D002253,28-02-2018,28,4th Week,2,Q1,2018
D002254,13-12-2019,13,2nd Week,12,Q4,2019
D002255,16-05-2016,16,3rd Week,5,Q2,2016
D002256,12-09-2014,12,2nd Week,9,Q3,2014
D002257,20-02-2015,20,3rd Week,2,Q1,2015
D002258,28-09-2020,28,4th Week,9,Q3,2020
D002259,27-08-2018,27,4th Week,8,Q3,2018
D002260,02-05-2020,2,1st Week,5,Q2,2020
D002261,17-12-2017,17,3rd Week,12,Q4,2017
D002262,31-03-2014,31,4th Week,3,Q1,2014
D002263,28-11-2017,28,4th Week,11,Q4,2017
D002264,11-12-2019,11,2nd Week,12,Q4,2019
D002265,30-11-2015,30,4th Week,11,Q4,2015
D002266,18-03-2020,18,3rd Week,3,Q1,2020
D002267,14-02-2018,14,2nd Week,2,Q1,2018
D002268,01-12-2014,1,1st Week,12,Q4,2014
D002269,10-02-2016,10,2nd Week,2,Q1,2016
D002270,25-05-2017,25,4th Week,5,Q2,2017
D002271,31-03-2019,31,4th Week,3,Q1,2019
D002272,05-05-2019,5,1st Week,5,Q2,2019
D002273,23-08-2014,23,4th Week,8,Q3,2014
D002274,06-09-2016,6,1st Week,9,Q3,2016
D002275,24-03-2019,24,4th Week,3,Q1,2019
D002276,27-04-2020,27,4th Week,4,Q2,2020
D002277,04-08-2020,4,1st Week,8,Q3,2020
D002278,05-05-2016,5,1st Week,5,Q2,2016
D002279,26-09-2017,26,4th Week,9,Q3,2017
D002280,09-04-2015,9,2nd Week,4,Q2,2015
D002281,29-04-2017,29,4th Week,4,Q2,2017
D002282,12-10-2020,12,2nd Week,10,Q4,2020
D002283,19-09-2018,19,3rd Week,9,Q3,2018
D002284,07-12-2018,7,1st Week,12,Q4,2018
D002285,01-06-2015,1,1st Week,6,Q2,2015
D002286,25-10-2016,25,4th Week,10,Q4,2016
D002287,02-07-2017,2,1st Week,7,Q3,2017
D002288,14-01-2016,14,2nd Week,1,Q1,2016
D002289,07-04-2018,7,1st Week,4,Q2,2018
D002290,14-11-2019,14,2nd Week,11,Q4,2019
D002291,05-07-2017,5,1st Week,7,Q3,2017
D002292,09-01-2016,9,2nd Week,1,Q1,2016
D002293,15-07-2014,15,3rd Week,7,Q3,2014
D002294,01-10-2019,1,1st Week,10,Q4,2019
D002295,13-12-2018,13,2nd Week,12,Q4,2018
D002296,24-12-2014,24,4th Week,12,Q4,2014
D002297,07-08-2017,7,1st Week,8,Q3,2017
D002298,24-08-2015,24,4th Week,8,Q3,2015
D002299,21-10-2014,21,3rd Week,10,Q4,2014
D002300,22-10-2018,22,4th Week,10,Q4,2018
D002301,05-04-2015,5,1st Week,4,Q2,2015
D002302,08-11-2014,8,2nd Week,11,Q4,2014
D002303,19-07-2019,19,3rd Week,7,Q3,2019
D002304,09-11-2020,9,2nd Week,11,Q4,2020
D002305,11-01-2019,11,2nd Week,1,Q1,2019
D002306,23-06-2020,23,4th Week,6,Q2,2020
D002307,30-10-2020,30,4th Week,10,Q4,2020
D002308,26-11-2020,26,4th Week,11,Q4,2020
D002309,02-08-2015,2,1st Week,8,Q3,2015
D002310,29-12-2016,29,4th Week,12,Q4,2016
D002311,17-03-2017,17,3rd Week,3,Q1,2017
D002312,03-08-2014,3,1st Week,8,Q3,2014
D002313,03-03-2019,3,1st Week,3,Q1,2019
D002314,06-04-2017,6,1st Week,4,Q2,2017
D002315,20-02-2014,20,3rd Week,2,Q1,2014
D002316,24-03-2020,24,4th Week,3,Q1,2020
D002317,03-10-2019,3,1st Week,10,Q4,2019
D002318,29-07-2017,29,4th Week,7,Q3,2017
D002319,03-02-2018,3,1st Week,2,Q1,2018
D002320,19-11-2014,19,3rd Week,11,Q4,2014
D002321,29-01-2019,29,4th Week,1,Q1,2019
D002322,05-08-2015,5,1st Week,8,Q3,2015
D002323,16-02-2019,16,3rd Week,2,Q1,2019
D002324,25-07-2014,25,4th Week,7,Q3,2014
D002325,21-03-2019,21,3rd Week,3,Q1,2019
D002326,08-02-2016,8,2nd Week,2,Q1,2016
D002327,05-01-2018,5,1st Week,1,Q1,2018
D002328,07-03-2014,7,1st Week,3,Q1,2014
D002329,16-11-2019,16,3rd Week,11,Q4,2019
D002330,03-05-2014,3,1st Week,5,Q2,2014
D002331,18-12-2019,18,3rd Week,12,Q4,2019
D002332,12-12-2018,12,2nd Week,12,Q4,2018
D002333,22-12-2019,22,4th Week,12,Q4,2019
D002334,04-01-2018,4,1st Week,1,Q1,2018
D002335,13-02-2015,13,2nd Week,2,Q1,2015
D002336,05-10-2014,5,1st Week,10,Q4,2014
D002337,25-08-2020,25,4th Week,8,Q3,2020
D002338,12-11-2016,12,2nd Week,11,Q4,2016
D002339,06-06-2017,6,1st Week,6,Q2,2017
D002340,10-07-2017,10,2nd Week,7,Q3,2017
D002341,31-01-2020,31,4th Week,1,Q1,2020
D002342,23-03-2017,23,4th Week,3,Q1,2017
D002343,03-04-2020,3,1st Week,4,Q2,2020
D002344,09-04-2016,9,2nd Week,4,Q2,2016
D002345,15-05-2016,15,3rd Week,5,Q2,2016
D002346,13-12-2015,13,2nd Week,12,Q4,2015
D002347,18-05-2020,18,3rd Week,5,Q2,2020
D002348,22-05-2019,22,4th Week,5,Q2,2019
D002349,14-10-2014,14,2nd Week,10,Q4,2014
D002350,30-03-2019,30,4th Week,3,Q1,2019
D002351,13-02-2019,13,2nd Week,2,Q1,2019
D002352,31-05-2015,31,4th Week,5,Q2,2015
D002353,06-09-2019,6,1st Week,9,Q3,2019
D002354,25-12-2014,25,4th Week,12,Q4,2014
D002355,02-02-2016,2,1st Week,2,Q1,2016
D002356,19-04-2017,19,3rd Week,4,Q2,2017
D002357,19-08-2014,19,3rd Week,8,Q3,2014
D002358,10-02-2020,10,2nd Week,2,Q1,2020
D002359,30-09-2015,30,4th Week,9,Q3,2015
D002360,05-01-2015,5,1st Week,1,Q1,2015
D002361,14-12-2017,14,2nd Week,12,Q4,2017
D002362,24-12-2016,24,4th Week,12,Q4,2016
D002363,03-07-2017,3,1st Week,7,Q3,2017
D002364,09-06-2020,9,2nd Week,6,Q2,2020
D002365,01-09-2016,1,1st Week,9,Q3,2016
D002366,30-04-2020,30,4th Week,4,Q2,2020
D002367,29-03-2014,29,4th Week,3,Q1,2014
D002368,28-06-2016,28,4th Week,6,Q2,2016
D002369,07-10-2018,7,1st Week,10,Q4,2018
D002370,18-08-2018,18,3rd Week,8,Q3,2018
D002371,21-01-2018,21,3rd Week,1,Q1,2018
D002372,10-03-2019,10,2nd Week,3,Q1,2019
D002373,18-01-2016,18,3rd Week,1,Q1,2016
D002374,15-07-2018,15,3rd Week,7,Q3,2018
D002375,26-04-2018,26,4th Week,4,Q2,2018
D002376,27-06-2016,27,4th Week,6,Q2,2016
D002377,11-02-2017,11,2nd Week,2,Q1,2017
D002378,06-06-2014,6,1st Week,6,Q2,2014
D002379,20-10-2020,20,3rd Week,10,Q4,2020
D002380,30-07-2014,30,4th Week,7,Q3,2014
D002381,17-06-2014,17,3rd Week,6,Q2,2014
D002382,14-04-2015,14,2nd Week,4,Q2,2015
D002383,26-04-2017,26,4th Week,4,Q2,2017
D002384,02-01-2021,2,1st Week,1,Q1,2021
D002385,08-05-2014,8,2nd Week,5,Q2,2014
D002386,27-04-2015,27,4th Week,4,Q2,2015
D002387,31-08-2020,31,4th Week,8,Q3,2020
D002388,06-10-2020,6,1st Week,10,Q4,2020
D002389,22-08-2014,22,4th Week,8,Q3,2014
D002390,17-03-2019,17,3rd Week,3,Q1,2019
D002391,21-05-2014,21,3rd Week,5,Q2,2014
D002392,14-12-2015,14,2nd Week,12,Q4,2015
D002393,08-07-2018,8,2nd Week,7,Q3,2018
D002394,13-12-2014,13,2nd Week,12,Q4,2014
D002395,15-07-2017,15,3rd Week,7,Q3,2017
D002396,13-06-2018,13,2nd Week,6,Q2,2018
D002397,08-06-2016,8,2nd Week,6,Q2,2016
D002398,17-08-2020,17,3rd Week,8,Q3,2020
D002399,11-03-2018,11,2nd Week,3,Q1,2018
D002400,23-11-2015,23,4th Week,11,Q4,2015
D002401,02-10-2014,2,1st Week,10,Q4,2014
D002402,18-06-2014,18,3rd Week,6,Q2,2014
D002403,12-09-2020,12,2nd Week,9,Q3,2020
D002404,22-06-2015,22,4th Week,6,Q2,2015
D002405,03-04-2017,3,1st Week,4,Q2,2017
D002406,31-08-2019,31,4th Week,8,Q3,2019
D002407,10-10-2014,10,2nd Week,10,Q4,2014
D002408,20-05-2016,20,3rd Week,5,Q2,2016
D002409,17-11-2016,17,3rd Week,11,Q4,2016
D002410,27-06-2017,27,4th Week,6,Q2,2017
D002411,24-07-2020,24,4th Week,7,Q3,2020
D002412,06-01-2019,6,1st Week,1,Q1,2019
D002413,10-07-2014,10,2nd Week,7,Q3,2014
D002414,09-07-2018,9,2nd Week,7,Q3,2018
D002415,25-09-2018,25,4th Week,9,Q3,2018
D002416,07-09-2019,7,1st Week,9,Q3,2019
D002417,23-10-2016,23,4th Week,10,Q4,2016
D002418,02-09-2019,2,1st Week,9,Q3,2019
D002419,10-04-2016,10,2nd Week,4,Q2,2016
D002420,21-12-2015,21,3rd Week,12,Q4,2015
D002421,18-02-2018,18,3rd Week,2,Q1,2018
D002422,05-03-2020,5,1st Week,3,Q1,2020
D002423,20-07-2018,20,3rd Week,7,Q3,2018
D002424,29-08-2019,29,4th Week,8,Q3,2019
D002425,21-04-2019,21,3rd Week,4,Q2,2019
D002426,09-12-2018,9,2nd Week,12,Q4,2018
D002427,21-01-2019,21,3rd Week,1,Q1,2019
D002428,19-01-2016,19,3rd Week,1,Q1,2016
D002429,14-06-2019,14,2nd Week,6,Q2,2019
D002430,15-01-2017,15,3rd Week,1,Q1,2017
D002431,10-05-2019,10,2nd Week,5,Q2,2019
D002432,20-07-2016,20,3rd Week,7,Q3,2016
D002433,25-08-2017,25,4th Week,8,Q3,2017
D002434,23-01-2017,23,4th Week,1,Q1,2017
D002435,27-09-2017,27,4th Week,9,Q3,2017
D002436,26-02-2019,26,4th Week,2,Q1,2019
D002437,01-07-2016,1,1st Week,7,Q3,2016
D002438,24-01-2018,24,4th Week,1,Q1,2018
D002439,11-11-2016,11,2nd Week,11,Q4,2016
D002440,31-07-2019,31,4th Week,7,Q3,2019
D002441,20-03-2015,20,3rd Week,3,Q1,2015
D002442,04-06-2020,4,1st Week,6,Q2,2020
D002443,05-06-2017,5,1st Week,6,Q2,2017
D002444,22-05-2015,22,4th Week,5,Q2,2015
D002445,16-08-2015,16,3rd Week,8,Q3,2015
D002446,26-06-2016,26,4th Week,6,Q2,2016
D002447,03-06-2020,3,1st Week,6,Q2,2020
D002448,31-03-2016,31,4th Week,3,Q1,2016
D002449,27-09-2018,27,4th Week,9,Q3,2018
D002450,24-08-2019,24,4th Week,8,Q3,2019
D002451,20-10-2014,20,3rd Week,10,Q4,2014
D002452,12-08-2017,12,2nd Week,8,Q3,2017
D002453,26-08-2014,26,4th Week,8,Q3,2014
D002454,19-12-2019,19,3rd Week,12,Q4,2019
D002455,20-09-2019,20,3rd Week,9,Q3,2019
D002456,23-04-2018,23,4th Week,4,Q2,2018
D002457,04-06-2019,4,1st Week,6,Q2,2019
D002458,11-06-2019,11,2nd Week,6,Q2,2019
D002459,04-05-2019,4,1st Week,5,Q2,2019
D002460,08-06-2020,8,2nd Week,6,Q2,2020
D002461,06-11-2018,6,1st Week,11,Q4,2018
D002462,22-07-2020,22,4th Week,7,Q3,2020
D002463,13-05-2017,13,2nd Week,5,Q2,2017
D002464,30-05-2015,30,4th Week,5,Q2,2015
D002465,13-05-2018,13,2nd Week,5,Q2,2018
D002466,02-12-2015,2,1st Week,12,Q4,2015
D002467,19-03-2020,19,3rd Week,3,Q1,2020
D002468,13-08-2018,13,2nd Week,8,Q3,2018
D002469,07-06-2015,7,1st Week,6,Q2,2015
D002470,09-11-2018,9,2nd Week,11,Q4,2018
D002471,08-10-2020,8,2nd Week,10,Q4,2020
D002472,17-05-2017,17,3rd Week,5,Q2,2017
D002473,02-01-2015,2,1st Week,1,Q1,2015
D002474,29-09-2020,29,4th Week,9,Q3,2020
D002475,22-04-2018,22,4th Week,4,Q2,2018
D002476,23-08-2016,23,4th Week,8,Q3,2016
D002477,28-11-2018,28,4th Week,11,Q4,2018
D002478,21-10-2019,21,3rd Week,10,Q4,2019
D002479,07-08-2019,7,1st Week,8,Q3,2019
D002480,08-12-2017,8,2nd Week,12,Q4,2017
D002481,11-10-2015,11,2nd Week,10,Q4,2015
D002482,17-08-2018,17,3rd Week,8,Q3,2018
D002483,24-02-2017,24,4th Week,2,Q1,2017
D002484,31-07-2015,31,4th Week,7,Q3,2015
D002485,13-04-2016,13,2nd Week,4,Q2,2016
D002486,23-04-2015,23,4th Week,4,Q2,2015
D002487,01-12-2019,1,1st Week,12,Q4,2019
D002488,02-07-2015,2,1st Week,7,Q3,2015
D002489,11-11-2017,11,2nd Week,11,Q4,2017
D002490,09-09-2020,9,2nd Week,9,Q3,2020
D002491,06-06-2016,6,1st Week,6,Q2,2016
D002492,08-04-2019,8,2nd Week,4,Q2,2019
D002493,31-03-2020,31,4th Week,3,Q1,2020
D002494,23-01-2021,23,4th Week,1,Q1,2021
D002495,30-08-2020,30,4th Week,8,Q3,2020
D002496,15-10-2019,15,3rd Week,10,Q4,2019
D002497,28-04-2017,28,4th Week,4,Q2,2017
D002498,02-06-2014,2,1st Week,6,Q2,2014
D002499,20-04-2015,20,3rd Week,4,Q2,2015
D002500,27-11-2020,27,4th Week,11,Q4,2020
D002501,17-01-2019,17,3rd Week,1,Q1,2019
D002502,18-08-2014,18,3rd Week,8,Q3,2014
D002503,29-05-2018,29,4th Week,5,Q2,2018
D002504,13-04-2018,13,2nd Week,4,Q2,2018
D002505,08-08-2019,8,2nd Week,8,Q3,2019
D002506,23-04-2017,23,4th Week,4,Q2,2017
D002507,01-04-2016,1,1st Week,4,Q2,2016
D002508,04-08-2015,4,1st Week,8,Q3,2015
D002509,13-10-2015,13,2nd Week,10,Q4,2015
D002510,05-10-2015,5,1st Week,10,Q4,2015
D002511,02-10-2016,2,1st Week,10,Q4,2016
D002512,08-03-2015,8,2nd Week,3,Q1,2015
D002513,03-09-2016,3,1st Week,9,Q3,2016
D002514,30-03-2015,30,4th Week,3,Q1,2015
D002515,19-12-2015,19,3rd Week,12,Q4,2015
D002516,06-07-2020,6,1st Week,7,Q3,2020
D002517,15-04-2020,15,3rd Week,4,Q2,2020
D002518,05-09-2018,5,1st Week,9,Q3,2018
D002519,11-06-2016,11,2nd Week,6,Q2,2016
D002520,26-04-2019,26,4th Week,4,Q2,2019
D002521,04-12-2017,4,1st Week,12,Q4,2017
D002522,10-12-2018,10,2nd Week,12,Q4,2018
D002523,23-09-2018,23,4th Week,9,Q3,2018
D002524,10-09-2018,10,2nd Week,9,Q3,2018
D002525,25-07-2020,25,4th Week,7,Q3,2020
D002526,17-07-2015,17,3rd Week,7,Q3,2015
D002527,24-09-2019,24,4th Week,9,Q3,2019
D002528,18-05-2014,18,3rd Week,5,Q2,2014
D002529,27-01-2019,27,4th Week,1,Q1,2019
D002530,05-03-2019,5,1st Week,3,Q1,2019
D002531,06-10-2015,6,1st Week,10,Q4,2015
D002532,22-01-2014,22,4th Week,1,Q1,2014
D002533,16-01-2017,16,3rd Week,1,Q1,2017
D002534,30-10-2019,30,4th Week,10,Q4,2019
D002535,09-02-2017,9,2nd Week,2,Q1,2017
D002536,22-02-2017,22,4th Week,2,Q1,2017
D002537,10-08-2014,10,2nd Week,8,Q3,2014
D002538,30-12-2018,30,4th Week,12,Q4,2018
D002539,08-12-2014,8,2nd Week,12,Q4,2014
D002540,15-11-2016,15,3rd Week,11,Q4,2016
D002541,07-04-2019,7,1st Week,4,Q2,2019
D002542,08-09-2018,8,2nd Week,9,Q3,2018
D002543,19-08-2017,19,3rd Week,8,Q3,2017
